"","participant_id","treat","age_months","female","kindergarten","teacher_id","school_id","private_school","title1","free_reduced_lunch","state","esl_observed","special_ed_observed","new_student","distracted_a1","distracted_a2","distracted_ppvt","score_a1","invalid_a1","score_a2","invalid_a2","score_ppvt","score_ppvt_age","invalid_ppvt","t_logins_april","t_logins_total","t_weeks_used","t_words_learned","t_financial_struggle","t_misbehavior","t_years_experience","score_pct_change"
"348",77572,1,74,1,1,52,"21",0,1,89,2,0,0,0,0,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",80304,1,70,1,1,52,"21",0,1,89,2,0,0,0,0,0,0,29,NA,28,0,97,102,0,0,11,22,3,0,2,7,-3.44827586206897
"350",82618,1,74,1,1,52,"21",0,1,89,2,0,0,0,0,0,2,25,NA,30,0,103,103,0,0,11,22,3,0,2,7,20
"351",321,1,66,1,1,61,"21",0,1,89,2,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",12901,1,73,1,1,61,"21",0,1,89,2,0,0,0,0,0,0,23,NA,26,0,79,86,0,18,80,22,2,28,3,8,13.0434782608696
"353",15240,1,77,1,1,61,"21",0,1,89,2,0,0,0,0,0,0,27,NA,23,0,82,85,0,18,80,22,2,28,3,8,-14.8148148148148
"354",34374,1,77,1,1,61,"21",0,1,89,2,0,0,0,0,0,0,30,NA,31,0,118,110,0,18,80,22,2,28,3,8,3.33333333333333
"355",40255,1,78,1,1,61,"21",0,1,89,2,0,0,0,0,0,0,25,NA,30,0,129,119,0,18,80,22,2,28,3,8,20
"356",45669,1,75,0,1,61,"21",0,1,89,2,0,0,0,0,0,0,27,NA,31,0,117,111,0,18,80,22,2,28,3,8,14.8148148148148
"357",49154,1,77,1,1,61,"21",0,1,89,2,0,0,0,0,0,0,28,NA,32,0,105,100,0,18,80,22,2,28,3,8,14.2857142857143
"358",77247,1,69,0,1,61,"21",0,1,89,2,0,0,0,0,0,3,25,NA,28,0,58,77,0,18,80,22,2,28,3,8,12
"359",85389,1,72,0,1,61,"21",0,1,89,2,0,1,0,0,0,0,25,NA,17,0,87,93,0,18,80,22,2,28,3,8,-32
"360",87107,1,74,1,1,61,"21",0,1,89,2,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",120,1,80,1,1,6,"22",0,1,74,1,0,0,0,0,0,1,21,NA,27,0,86,85,0,3,24,NA,4,50,1,22,28.5714285714286
"362",121,1,80,0,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",123,1,76,1,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",124,1,73,1,1,6,"22",0,1,74,1,0,0,0,0,0,0,27,NA,27,0,103,103,0,3,24,NA,4,50,1,22,0
"365",125,1,75,1,1,6,"22",0,1,74,1,0,0,0,0,0,0,28,NA,28,0,77,85,0,3,24,NA,4,50,1,22,0
"366",126,1,76,0,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",127,1,73,0,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",128,1,79,1,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",129,1,79,0,1,6,"22",0,1,74,1,0,0,0,0,0,0,31,NA,28,0,111,102,0,3,24,NA,4,50,1,22,-9.67741935483871
"370",130,1,76,0,1,6,"22",0,1,74,1,0,0,0,0,0,0,28,NA,27,0,74,81,0,3,24,NA,4,50,1,22,-3.57142857142857
"371",131,1,71,0,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",132,1,75,0,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",133,1,72,0,1,6,"22",0,1,74,1,0,0,0,0,0,0,26,NA,25,0,112,111,0,3,24,NA,4,50,1,22,-3.84615384615385
"374",134,1,77,0,1,6,"22",0,1,74,1,0,0,0,0,0,0,22,NA,25,0,79,84,0,3,24,NA,4,50,1,22,13.6363636363636
"375",135,1,70,0,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",136,1,82,0,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",137,1,81,1,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",138,1,78,1,1,6,"22",0,1,74,1,0,0,0,1,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",139,1,74,1,1,6,"22",0,1,74,1,0,0,0,0,0,0,31,NA,31,0,118,114,0,3,24,NA,4,50,1,22,0
"380",140,1,68,1,1,6,"22",0,1,74,1,0,0,0,2,0,0,26,NA,26,0,98,105,0,3,24,NA,4,50,1,22,0
"381",141,1,81,0,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",142,1,81,0,1,6,"22",0,1,74,1,0,0,0,2,NA,3,25,NA,27,0,56,70,0,3,24,NA,4,50,1,22,8
"383",143,1,77,0,1,6,"22",0,1,74,1,0,0,0,0,0,0,29,NA,31,0,127,119,0,3,24,NA,4,50,1,22,6.89655172413793
"384",144,1,77,1,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",145,1,78,1,1,6,"22",0,1,74,1,0,0,0,0,0,0,31,NA,33,0,100,96,0,3,24,NA,4,50,1,22,6.45161290322581
"386",148,1,75,1,1,6,"22",0,1,74,1,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",10928,0,69,1,0,12,"23",0,1,54,3,0,0,0,0,0,0,23,NA,25,0,97,104,0,NA,NA,NA,NA,71,2,31,8.69565217391304
"388",22851,0,60,1,0,12,"23",0,1,54,3,0,0,0,0,0,0,24,NA,25,0,101,116,0,NA,NA,NA,NA,71,2,31,4.16666666666667
"389",34653,0,59,1,0,12,"23",0,1,54,3,0,0,0,0,0,0,18,NA,22,0,75,99,0,NA,NA,NA,NA,71,2,31,22.2222222222222
"390",35420,0,63,1,0,12,"23",0,1,54,3,0,0,0,1,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",45741,0,66,0,0,12,"23",0,1,54,3,0,0,0,0,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",48757,0,64,0,0,12,"23",0,1,54,3,0,0,0,1,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",53903,0,63,0,0,12,"23",0,1,54,3,0,0,0,0,0,0,24,NA,25,0,79,96,0,NA,NA,NA,NA,71,2,31,4.16666666666667
"394",82054,0,69,0,0,12,"23",0,1,54,3,0,0,0,0,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",86128,0,69,0,0,12,"23",0,1,54,3,0,0,0,0,0,0,22,NA,22,0,73,88,0,NA,NA,NA,NA,71,2,31,0
"396",87609,0,58,0,0,12,"23",0,1,54,3,0,0,0,0,0,0,23,NA,21,0,87,108,0,NA,NA,NA,NA,71,2,31,-8.69565217391304
"397",91103,0,67,1,0,12,"23",0,1,54,3,0,0,0,0,0,1,22,NA,24,0,65,83,0,NA,NA,NA,NA,71,2,31,9.09090909090909
"398",93187,0,58,1,0,12,"23",0,1,54,3,0,0,0,0,0,0,21,NA,23,0,84,106,0,NA,NA,NA,NA,71,2,31,9.52380952380952
"399",93765,0,65,1,0,12,"23",0,1,54,3,0,0,0,0,0,0,22,NA,23,0,86,101,0,NA,NA,NA,NA,71,2,31,4.54545454545455
"400",95862,0,67,1,0,12,"23",0,1,54,3,0,0,0,0,0,0,27,NA,25,0,102,110,0,NA,NA,NA,NA,71,2,31,-7.40740740740741
"401",96996,0,60,1,0,12,"23",0,1,54,3,0,0,0,0,0,0,24,NA,27,0,85,104,0,NA,NA,NA,NA,71,2,31,12.5
"402",97251,0,60,0,0,12,"23",0,1,54,3,0,0,0,0,0,0,24,NA,26,0,77,99,0,NA,NA,NA,NA,71,2,31,8.33333333333333
"403",149,0,71,0,1,17,"24",0,1,46,1,0,0,0,0,0,0,29,NA,28,0,96,102,0,NA,NA,NA,NA,15,3,14,-3.44827586206897
"404",150,0,68,0,1,17,"24",0,1,46,1,0,0,0,0,NA,2,22,NA,27,0,57,78,0,NA,NA,NA,NA,15,3,14,22.7272727272727
"405",151,0,74,0,1,17,"24",0,1,46,1,0,0,0,0,NA,2,27,NA,32,0,109,108,0,NA,NA,NA,NA,15,3,14,18.5185185185185
"406",152,0,80,0,1,17,"24",0,1,46,1,0,0,0,0,NA,3,24,NA,24,0,105,98,0,NA,NA,NA,NA,15,3,14,0
"407",153,0,77,1,1,17,"24",0,1,46,1,0,0,0,0,NA,3,28,NA,28,0,91,90,0,NA,NA,NA,NA,15,3,14,0
"408",154,0,76,1,1,17,"24",0,1,46,1,0,0,0,NA,NA,2,24,NA,28,0,95,94,0,NA,NA,NA,NA,15,3,14,16.6666666666667
"409",155,0,81,1,1,17,"24",0,1,46,1,0,0,0,0,0,0,25,NA,22,0,NA,NA,1,NA,NA,NA,NA,15,3,14,-12
"410",156,0,73,0,1,17,"24",0,1,46,1,0,0,0,0,0,3,28,NA,24,0,95,96,0,NA,NA,NA,NA,15,3,14,-14.2857142857143
"411",157,0,71,1,1,17,"24",0,1,46,1,0,0,0,0,0,0,23,NA,23,0,77,87,0,NA,NA,NA,NA,15,3,14,0
"412",158,0,71,1,1,17,"24",0,1,46,1,0,0,0,0,0,0,28,NA,32,0,126,123,0,NA,NA,NA,NA,15,3,14,14.2857142857143
"413",159,0,76,0,1,17,"24",0,1,46,1,0,0,0,2,0,0,24,NA,28,0,121,114,0,NA,NA,NA,NA,15,3,14,16.6666666666667
"414",160,0,70,1,1,17,"24",0,1,46,1,0,0,0,0,0,0,34,NA,32,0,NA,NA,1,NA,NA,NA,NA,15,3,14,-5.88235294117647
"415",161,0,71,1,1,17,"24",0,1,46,1,0,0,0,0,3,3,24,NA,20,0,NA,27,1,NA,NA,NA,NA,15,3,14,-16.6666666666667
"416",162,0,80,0,1,17,"24",0,1,46,1,0,0,1,0,0,0,31,NA,27,1,114,104,1,NA,NA,NA,NA,NA,NA,NA,-12.9032258064516
"417",163,0,70,0,1,17,"24",0,1,46,1,0,0,0,0,0,0,27,NA,26,0,86,94,0,NA,NA,NA,NA,15,3,14,-3.7037037037037
"418",164,0,74,0,1,17,"24",0,1,46,1,0,0,0,0,0,0,28,NA,26,0,99,100,0,NA,NA,NA,NA,15,3,14,-7.14285714285714
"419",12128,1,68,0,0,36,"25",0,1,99,3,0,0,0,0,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",12672,1,64,1,0,36,"25",0,1,99,3,0,0,0,2,1,NA,18,NA,25,0,81,97,0,30,121,23,4,50,1,5,38.8888888888889
"421",22637,1,67,1,0,36,"25",0,1,99,3,0,0,0,1,0,1,18,NA,26,0,82,93,0,30,121,23,4,50,1,5,44.4444444444444
"422",39074,1,65,1,0,36,"25",0,1,99,3,0,0,0,0,0,0,24,NA,21,0,116,120,0,30,121,23,4,50,1,5,-12.5
"423",41867,1,59,1,0,36,"25",0,1,99,3,0,0,0,2,2,2,24,NA,25,0,68,91,0,30,121,23,4,50,1,5,4.16666666666667
"424",42139,1,67,0,0,36,"25",0,1,99,3,0,0,0,1,0,0,21,NA,26,0,76,91,0,30,121,23,4,50,1,5,23.8095238095238
"425",42665,1,62,0,0,36,"25",0,1,99,3,0,0,0,0,0,0,24,NA,15,0,54,80,0,30,121,23,4,50,1,5,-37.5
"426",47520,1,63,1,0,36,"25",0,1,99,3,0,0,0,0,0,0,26,NA,26,0,82,98,0,30,121,23,4,50,1,5,0
"427",51648,1,61,0,0,36,"25",0,1,99,3,0,0,0,1,0,0,20,NA,21,0,52,79,0,30,121,23,4,50,1,5,5
"428",56637,1,64,1,0,36,"25",0,1,99,3,0,0,0,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",67801,1,69,0,0,36,"25",0,1,99,3,0,0,0,0,0,0,29,NA,27,0,104,107,0,30,121,23,4,50,1,5,-6.89655172413793
"430",71240,1,65,0,0,36,"25",0,1,99,3,0,1,0,0,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",75365,1,63,0,0,36,"25",0,1,99,3,0,0,0,0,0,NA,19,NA,17,0,73,93,0,30,121,23,4,50,1,5,-10.5263157894737
"432",84306,1,53,1,0,36,"25",0,1,99,3,0,0,0,0,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",87198,1,63,1,0,36,"25",0,1,99,3,0,0,0,0,0,0,20,NA,22,0,72,90,0,30,121,23,4,50,1,5,10
"434",87697,1,66,0,0,36,"25",0,1,99,3,0,0,0,0,NA,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",90584,1,69,0,0,36,"25",0,1,99,3,0,0,0,2,1,0,23,NA,28,0,99,104,0,30,121,23,4,50,1,5,21.7391304347826
"436",10136,0,63,0,0,47,"26",1,0,0,3,0,0,0,0,1,1,24,NA,28,0,105,116,0,NA,NA,NA,NA,50,2,25,16.6666666666667
"437",15518,0,68,0,0,47,"26",1,0,0,3,0,0,0,0,0,0,25,NA,30,0,117,118,0,NA,NA,NA,NA,50,2,25,20
"438",17863,0,59,0,0,47,"26",1,0,0,3,0,0,0,0,0,0,23,NA,19,0,57,85,0,NA,NA,NA,NA,50,2,25,-17.3913043478261
"439",22046,0,68,1,0,47,"26",1,0,0,3,0,0,0,0,0,0,27,NA,22,0,84,96,0,NA,NA,NA,NA,50,2,25,-18.5185185185185
"440",25292,0,66,1,0,47,"26",1,0,0,3,0,0,0,0,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",32741,0,63,0,0,47,"26",1,0,0,3,0,0,0,0,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",35039,0,61,0,0,47,"26",1,0,0,3,0,0,0,0,0,0,19,NA,22,0,96,112,0,NA,NA,NA,NA,50,2,25,15.7894736842105
"443",35486,0,61,1,0,47,"26",1,0,0,3,0,0,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",36019,0,64,1,0,47,"26",1,0,0,3,0,0,0,0,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",37012,0,61,0,0,47,"26",1,0,0,3,0,0,0,0,0,0,29,NA,25,0,NA,NA,1,NA,NA,NA,NA,50,2,25,-13.7931034482759
"446",37837,0,66,1,0,47,"26",1,0,0,3,0,0,0,0,0,0,22,NA,19,0,82,96,0,NA,NA,NA,NA,50,2,25,-13.6363636363636
"447",37953,0,68,1,0,47,"26",1,0,0,3,0,0,0,0,0,0,21,NA,22,0,68,85,0,NA,NA,NA,NA,50,2,25,4.76190476190476
"448",46935,0,68,0,0,47,"26",1,0,0,3,0,0,0,0,1,2,29,NA,30,0,109,113,0,NA,NA,NA,NA,50,2,25,3.44827586206897
"449",68302,0,68,1,0,47,"26",1,0,0,3,0,0,0,1,1,1,25,NA,19,0,66,83,0,NA,NA,NA,NA,50,2,25,-24
"450",70334,0,68,0,0,47,"26",1,0,0,3,0,0,0,0,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",81043,0,61,1,0,47,"26",1,0,0,3,0,0,0,0,1,0,19,NA,22,0,79,100,0,NA,NA,NA,NA,50,2,25,15.7894736842105
"452",83008,0,59,1,0,47,"26",1,0,0,3,0,0,0,0,0,0,26,NA,24,0,62,88,0,NA,NA,NA,NA,50,2,25,-7.69230769230769
"453",94545,0,68,1,0,47,"26",1,0,0,3,0,0,0,1,NA,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",12414,0,69,1,0,8,"27",0,1,56,2,0,0,0,0,0,0,16,NA,20,0,83,94,0,NA,NA,NA,NA,0,1.5,23,25
"455",17402,0,67,0,0,8,"27",0,1,56,2,0,0,0,0,0,0,16,NA,22,0,65,85,0,NA,NA,NA,NA,0,1.5,23,37.5
"456",20441,0,59,0,0,8,"27",0,1,56,2,1,0,0,0,0,0,18,NA,19,0,80,101,0,NA,NA,NA,NA,0,1.5,23,5.55555555555556
"457",25745,0,68,1,0,8,"27",0,1,56,2,1,0,0,0,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",29365,0,59,0,0,8,"27",0,1,56,2,0,0,0,0,NA,0,19,NA,24,0,81,101,0,NA,NA,NA,NA,0,1.5,23,26.3157894736842
"459",29442,0,64,1,0,8,"27",0,1,56,2,0,0,0,0,0,0,20,NA,24,0,65,86,0,NA,NA,NA,NA,0,1.5,23,20
"460",30249,0,65,0,0,8,"27",0,1,56,2,0,0,0,0,NA,0,27,NA,25,0,102,112,0,NA,NA,NA,NA,0,1.5,23,-7.40740740740741
"461",34563,0,57,1,0,8,"27",0,1,56,2,0,0,0,1,0,0,25,NA,24,0,77,101,0,NA,NA,NA,NA,0,1.5,23,-4
"462",35841,0,57,1,0,8,"27",0,1,56,2,0,0,0,0,0,0,22,NA,28,0,57,85,0,NA,NA,NA,NA,0,1.5,23,27.2727272727273
"463",38347,0,68,1,0,8,"27",0,1,56,2,0,0,0,0,0,0,13,NA,10,0,33,60,0,NA,NA,NA,NA,0,1.5,23,-23.0769230769231
"464",39340,0,59,1,0,8,"27",0,1,56,2,1,0,0,0,0,0,13,NA,21,0,50,78,0,NA,NA,NA,NA,0,1.5,23,61.5384615384615
"465",40487,0,58,1,0,8,"27",0,1,56,2,0,0,0,0,0,0,21,NA,18,0,82,104,0,NA,NA,NA,NA,0,1.5,23,-14.2857142857143
"466",45905,0,69,0,0,8,"27",0,1,56,2,0,0,0,0,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",54539,0,66,0,0,8,"27",0,1,56,2,0,0,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",58656,0,64,0,0,8,"27",0,1,56,2,0,0,0,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",62341,0,59,1,0,8,"27",0,1,56,2,1,0,0,0,NA,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",68231,0,63,0,0,8,"27",0,1,56,2,0,0,0,0,0,0,20,NA,21,0,70,90,0,NA,NA,NA,NA,0,1.5,23,5
"471",68280,0,57,1,0,8,"27",0,1,56,2,0,0,0,0,NA,0,19,NA,16,0,62,88,0,NA,NA,NA,NA,0,1.5,23,-15.7894736842105
"472",92249,0,68,0,0,8,"27",0,1,56,2,1,0,0,0,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",96270,0,62,0,0,8,"27",0,1,56,2,0,0,0,0,0,0,20,NA,21,0,72,92,0,NA,NA,NA,NA,0,1.5,23,5
"474",10279,1,71,0,1,9,"28",0,1,77,1,0,0,0,0,0,NA,21,NA,22,0,93,98,0,0,17,19,4,100,2,19,4.76190476190476
"475",32333,1,71,0,1,9,"28",0,1,77,1,0,0,0,0,0,0,26,NA,29,0,86,92,0,0,17,19,4,100,2,19,11.5384615384615
"476",32345,1,75,1,1,9,"28",0,1,77,1,0,0,0,0,0,0,22,NA,28,0,110,106,0,0,17,19,4,100,2,19,27.2727272727273
"477",32616,1,77,0,1,9,"28",0,1,77,1,0,0,0,0,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",37096,1,78,1,1,9,"28",0,1,77,1,0,0,0,0,0,0,22,NA,22,0,77,83,0,0,17,19,4,100,2,19,0
"479",39977,1,75,1,1,9,"28",0,1,77,1,0,0,0,0,0,0,25,NA,28,0,107,103,0,0,17,19,4,100,2,19,12
"480",41008,1,79,0,1,9,"28",0,1,77,1,0,0,0,0,0,0,27,NA,28,0,99,93,0,0,17,19,4,100,2,19,3.7037037037037
"481",47667,1,75,0,1,9,"28",0,1,77,1,0,0,0,0,0,0,27,NA,27,0,99,100,0,0,17,19,4,100,2,19,0
"482",53656,1,71,1,1,9,"28",0,1,77,1,0,0,0,0,1,NA,25,NA,27,0,110,111,0,0,17,19,4,100,2,19,8
"483",59466,1,77,1,1,9,"28",0,1,77,1,0,0,0,0,NA,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",61302,1,79,1,1,9,"28",0,1,77,1,0,0,0,0,0,0,28,NA,33,0,113,103,0,0,17,19,4,100,2,19,17.8571428571429
"485",61330,1,79,0,1,9,"28",0,1,77,1,0,0,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",65422,1,83,1,1,9,"28",0,1,77,1,0,0,0,0,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",78580,1,73,1,1,9,"28",0,1,77,1,0,0,0,0,0,0,30,NA,29,0,101,101,0,0,17,19,4,100,2,19,-3.33333333333333
"488",81964,1,71,1,1,9,"28",0,1,77,1,0,0,0,0,NA,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",86528,1,71,1,1,9,"28",0,1,77,1,0,0,0,0,0,0,23,NA,28,0,100,105,0,0,17,19,4,100,2,19,21.7391304347826
"490",99533,1,77,0,1,9,"28",0,1,77,1,0,0,0,0,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",99799,1,75,1,1,9,"28",0,1,77,1,0,0,0,0,0,0,28,NA,34,0,112,108,0,0,17,19,4,100,2,19,21.4285714285714
"492",23802,1,76,1,1,14,"29",0,1,83,2,0,0,0,0,0,0,20,NA,19,0,83,86,0,2,19,6,2,50,3,28,-5
"493",23932,1,71,0,1,14,"29",0,1,83,2,0,0,0,0,0,1,22,NA,25,0,96,102,0,2,19,6,2,50,3,28,13.6363636363636
"494",23997,1,74,0,1,14,"29",0,1,83,2,0,0,0,2,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",24636,1,75,0,1,14,"29",0,1,83,2,0,0,0,0,0,0,23,NA,23,0,85,89,0,2,19,6,2,50,3,28,0
"496",27606,1,72,0,1,14,"29",0,1,83,2,0,0,0,1,0,0,22,NA,25,0,92,97,0,2,19,6,2,50,3,28,13.6363636363636
"497",31901,1,80,1,1,14,"29",0,1,83,2,0,0,0,0,0,0,29,NA,32,0,134,120,0,2,19,6,2,50,3,28,10.3448275862069
"498",31921,1,71,1,1,14,"29",0,1,83,2,0,0,0,0,0,0,27,NA,26,0,101,105,0,2,19,6,2,50,3,28,-3.7037037037037
"499",34250,1,73,0,1,14,"29",0,1,83,2,0,0,0,0,0,1,19,NA,21,0,68,82,0,2,19,6,2,50,3,28,10.5263157894737
"500",36947,1,70,1,1,14,"29",0,1,83,2,0,0,0,0,0,0,21,NA,20,0,72,85,0,2,19,6,2,50,3,28,-4.76190476190476
"501",48146,1,78,1,1,14,"29",0,1,83,2,0,0,0,0,0,0,19,NA,23,0,89,88,0,2,19,6,2,50,3,28,21.0526315789474
"502",48936,1,76,0,1,14,"29",0,1,83,2,0,0,0,0,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",64277,1,79,0,1,14,"29",0,1,83,2,0,0,0,0,0,0,25,NA,19,0,74,81,0,2,19,6,2,50,3,28,-24
"504",72705,1,79,1,1,14,"29",0,1,83,2,0,0,0,0,0,1,23,NA,30,0,109,103,0,2,19,6,2,50,3,28,30.4347826086957
"505",77324,1,78,0,1,14,"29",0,1,83,2,0,0,0,1,0,0,19,NA,21,0,86,87,0,2,19,6,2,50,3,28,10.5263157894737
"506",80535,1,78,1,1,14,"29",0,1,83,2,0,0,0,0,0,0,29,NA,31,0,126,117,0,2,19,6,2,50,3,28,6.89655172413793
"507",99469,1,80,1,1,14,"29",0,1,83,2,0,0,0,0,0,0,30,NA,30,0,122,111,0,2,19,6,2,50,3,28,0
"508",70001,0,66,0,0,7,"30",0,1,85,2,1,0,0,1,0,0,18,NA,24,0,83,97,0,NA,NA,NA,NA,96,2,6,33.3333333333333
"509",70002,0,60,0,0,7,"30",0,1,85,2,1,0,0,2,0,1,19,NA,14,0,33,65,0,NA,NA,NA,NA,96,2,6,-26.3157894736842
"510",70003,0,67,0,0,7,"30",0,1,85,2,0,0,0,0,0,0,26,NA,28,0,107,113,0,NA,NA,NA,NA,96,2,6,7.69230769230769
"511",70004,0,68,1,0,7,"30",0,1,85,2,1,0,0,2,0,0,21,NA,16,0,50,73,0,NA,NA,NA,NA,96,2,6,-23.8095238095238
"512",70005,0,67,0,0,7,"30",0,1,85,2,1,0,0,3,0,0,14,NA,9,0,34,63,0,NA,NA,NA,NA,96,2,6,-35.7142857142857
"513",70008,0,52,0,0,7,"30",0,1,85,2,0,0,0,0,0,0,19,NA,23,0,93,120,0,NA,NA,NA,NA,96,2,6,21.0526315789474
"514",13202,0,58,0,0,33,"30",0,1,85,2,0,0,0,2,0,0,13,NA,16,0,53,83,0,NA,NA,NA,NA,62,2.5,25,23.0769230769231
"515",14778,0,61,1,0,33,"30",0,1,85,2,1,0,0,2,2,1,7,NA,7,0,33,65,0,NA,NA,NA,NA,62,2.5,25,0
"516",27632,0,63,1,0,33,"30",0,1,85,2,0,0,0,1,0,0,24,NA,29,0,97,110,0,NA,NA,NA,NA,62,2.5,25,20.8333333333333
"517",30056,0,53,1,0,33,"30",0,1,85,2,0,1,0,2,2,1,21,NA,19,0,53,88,0,NA,NA,NA,NA,62,2.5,25,-9.52380952380952
"518",48920,0,65,1,0,33,"30",0,1,85,2,0,0,0,1,0,0,30,NA,29,0,81,94,0,NA,NA,NA,NA,62,2.5,25,-3.33333333333333
"519",60847,0,51,0,0,33,"30",0,1,85,2,0,1,1,3,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",62750,0,61,1,0,33,"30",0,1,85,2,0,0,0,1,0,0,21,NA,18,0,65,89,0,NA,NA,NA,NA,62,2.5,25,-14.2857142857143
"521",73837,0,63,0,0,33,"30",0,1,85,2,1,0,0,1,NA,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
